date,open,high,low,close,adj_close,volume
2025-08-12,462.2177496133765,462.6799673629898,461.6649521449766,462.1270792242008,462.1270792242008,1469356
2025-08-13,462.1201374427547,462.8972289583222,461.65801730531194,462.4347941641581,462.4347941641581,2162457
2025-08-14,460.6543897401292,462.44548639695273,460.1937353503891,461.98350289405874,461.98350289405874,2098393
2025-08-15,462.7660159536118,463.2287819695654,461.7830985553915,462.2453438992908,462.2453438992908,2029035
2025-08-18,463.65558891070106,464.1192444996117,461.87420625560725,462.3365427984057,462.3365427984057,1493127
2025-08-19,463.1710529849622,463.63422403794715,462.0021943648899,462.4646590239138,462.4646590239138,1276462
2025-08-20,462.9904795117138,463.5974349902687,462.5274890322021,463.13430068957916,463.13430068957916,1846022
2025-08-21,463.16902645917025,463.6321954856294,462.22824970215925,462.69094064280205,462.69094064280205,1987871
2025-08-22,461.7676859693416,462.7781978272373,461.30591828337225,462.31588194529206,462.31588194529206,1177471
2025-08-25,462.3366399098117,463.9115008766543,461.8743032699019,463.44805282383055,463.44805282383055,1826928
2025-08-26,465.8658292121158,466.33169504132786,463.4986803966484,463.9626430396881,463.9626430396881,1447818
2025-08-27,465.4908697282826,465.9563605980108,463.08707319131014,463.5506238151253,463.5506238151253,2885951
2025-08-28,464.59334080513145,465.05793414593654,463.1543356448808,463.6179535984793,463.6179535984793,2450600
2025-08-29,464.25143014262295,465.10076781620734,463.78717871248034,464.63613168452287,464.63613168452287,2187316
2025-09-01,467.891189771821,468.3590809615928,464.6906497144252,465.15580551994515,465.15580551994515,1335289
2025-09-02,465.3215660201319,465.786887586152,464.03766596115,464.5021681292793,464.5021681292793,1751444
2025-09-03,463.5122703798872,465.3985823725161,463.0487581095073,464.9336487237924,464.9336487237924,2175873
2025-09-04,465.93405793960335,466.3999919975429,465.39609452504266,465.8619564815242,465.8619564815242,1043514
2025-09-05,466.9599528939676,467.42691284686157,465.8749213027543,466.3412625653196,466.3412625653196,1986732
2025-09-08,465.95796133270784,466.4239192940405,464.9978016099696,465.46326487484447,465.46326487484447,2646218
2025-09-09,466.3135212903401,466.9633022111591,465.84720776904976,466.4968054057534,466.4968054057534,2738144
2025-09-10,466.3714178543074,466.8377892721617,465.67393580099406,466.1400758768709,466.1400758768709,2520196
2025-09-11,467.66982970503085,468.1374995347358,466.7995413304713,467.2668081386099,467.2668081386099,1772150
2025-09-12,466.3094355883869,467.533855717996,465.8431261527985,467.066788929067,467.066788929067,2421861
2025-09-15,469.1613540917516,469.6305154458433,466.45336823464874,466.9202885231719,466.9202885231719,2561646
2025-09-16,464.85502472147715,467.2068782403655,464.39016969675566,466.74013810226324,466.74013810226324,1439557
2025-09-17,467.4563161258432,467.923772441969,466.4429969237089,466.90990683053946,466.90990683053946,1086896
2025-09-18,467.08350636015865,467.7982644806816,466.6164228537985,467.3309335471345,467.3309335471345,1125496
2025-09-19,467.8926922677924,468.3605849600602,466.9436678110611,467.41107888995106,467.41107888995106,2465151
2025-09-22,468.12680155025606,468.5949283518063,467.133815238803,467.6014166554584,467.6014166554584,2567892
2025-09-23,466.98212306507196,467.69825963903384,466.5151409420069,467.23102861042344,467.23102861042344,1244681
2025-09-24,468.2318949403866,468.70012683532696,467.2883617459929,467.7561178638568,467.7561178638568,1985205
2025-09-25,469.7152493779125,470.1849646272904,468.2474997539102,468.71621596988007,468.71621596988007,1114449
2025-09-26,467.9598308774316,468.93104495053626,467.4918710465542,468.46258236816817,468.46258236816817,2925619
