date,open,high,low,close,adj_close,volume
2025-08-08,152.73470306667045,153.05791898644824,152.58196836360378,152.90501397247579,152.90501397247579,1986737
2025-08-11,154.3790469519693,154.53342599892125,153.8240392494896,153.97801726675635,153.97801726675635,2441718
2025-08-12,153.84261219538996,153.99645480758534,153.56110446723332,153.71481928651983,153.71481928651983,2384816
2025-08-13,153.99736822573763,154.15136559396336,153.33459439165884,153.48808247413297,153.48808247413297,2279695
2025-08-14,154.39959213714934,154.55399172928648,154.10117380421872,154.25542923345216,154.25542923345216,1809623
2025-08-15,154.0747721890667,154.22884696125575,153.8873199291571,154.04136129044753,154.04136129044753,2550227
2025-08-18,154.12999894032393,154.31795107581368,153.9758689413836,154.16378728852519,154.16378728852519,2703627
2025-08-19,154.2772862386846,154.4315635249233,153.97317585279302,154.12730315594897,154.12730315594897,1400681
2025-08-20,153.34686399070404,153.9553746584536,153.19351712671335,153.80157308536823,153.80157308536823,2423247
2025-08-21,154.833580522915,154.98841410343792,154.35140865913908,154.5059145737128,154.5059145737128,2359774
2025-08-22,153.72361151007175,153.97270029014797,153.5698878985617,153.81888140873926,153.81888140873926,1990247
2025-08-25,154.27473319536026,154.62908132450337,154.1204584621649,154.4746067177856,154.4746067177856,2296376
2025-08-26,154.85374219399233,155.18335097265103,154.69888845179835,155.02832265000103,155.02832265000103,2413409
2025-08-27,154.28596260624172,154.47855493622217,154.13167664363547,154.32423070551667,154.32423070551667,1250594
2025-08-28,155.1825789872425,155.33776156622972,154.62314569848655,154.77792362210866,154.77792362210866,1776609
2025-08-29,154.69912317390578,154.89971062309868,154.54442405073186,154.74496565744127,154.74496565744127,1310768
2025-09-01,154.0883989677353,154.58015412840666,153.93431056876756,154.42572840000668,154.42572840000668,1591104
2025-09-02,154.65145934424598,155.22270864419914,154.49680788490173,155.06764100319597,155.06764100319597,1361181
2025-09-03,154.49767213884084,155.03835626228155,154.343174466702,154.8834727894921,154.8834727894921,1290392
2025-09-04,155.10358928110867,155.52509473477602,154.94848569182756,155.36972500976626,155.36972500976626,1728307
2025-09-05,154.1272060904783,154.59934498997103,153.97307888438783,154.44490008988117,154.44490008988117,2936341
2025-09-08,155.47417962066743,155.62965380028808,155.13163529750386,155.28692221972358,155.28692221972358,1655192
2025-09-09,154.5451285370909,154.8324362574312,154.39058340855382,154.6777584989323,154.6777584989323,2759108
2025-09-10,154.46809400633094,155.17616060161288,154.31362591232462,155.02113946215076,155.02113946215076,1991687
2025-09-11,155.8685335421919,156.1308245642322,155.7126650086497,155.9748497145177,155.9748497145177,2533462
2025-09-12,155.39170199049835,155.60616369999966,155.23631028850784,155.45071298701265,155.45071298701265,1804041
2025-09-15,155.53587542101005,155.8168529358367,155.38033954558904,155.6611917440926,155.6611917440926,2734237
2025-09-16,155.96397146704058,156.16041156698213,155.80800749557355,156.00440715982234,156.00440715982234,2044373
2025-09-17,156.88156402247674,157.0384455864992,156.35023105295193,156.50673779074268,156.50673779074268,1616179
2025-09-18,155.4413976135427,155.59683901115622,155.26159762245894,155.41701463709603,155.41701463709603,1029164
2025-09-19,156.0850740889531,156.24115916304203,155.5132054659649,155.6688743403052,155.6688743403052,2018551
2025-09-22,156.2882481265168,156.4445363746433,155.72159301855706,155.87747048904612,155.87747048904612,1096409
2025-09-23,156.75798262847957,156.91474061110802,156.57987440893007,156.73661101995,156.73661101995,2815496
2025-09-24,156.13906801580504,156.7124505863758,155.98292894778922,156.55589469168413,156.55589469168413,1283910
2025-09-25,156.4062460936947,156.8190430653855,156.249839847601,156.66238068470082,156.66238068470082,2632974
2025-09-26,155.9644139565358,156.12037837049232,155.5758363216027,155.7315678894922,155.7315678894922,2680460
